IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
055a7c2fae4a3a0e4137c926d78ef5e56d2a2851	PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF00151:IPR013818-PF24595:IPR055353-PF24595:IPR055353-PF17210:IPR033764-PF17210:IPR033764-PF00082:IPR000209-PF16184-PF05345-PF05345-PF05345-PF05345-PF05345-PF05345-PF13448:IPR025193-PF13448:IPR025193	1	A0A969MF74	5801	PF07705{CARDB}:IPR011635{CARDB}[4-117],PF07705{CARDB}:IPR011635{CARDB}[247-364],PF07705{CARDB}:IPR011635{CARDB}[628-743],PF07705{CARDB}:IPR011635{CARDB}[751-874],PF07705{CARDB}:IPR011635{CARDB}[881-1002],PF07705{CARDB}:IPR011635{CARDB}[1009-1132],PF07705{CARDB}:IPR011635{CARDB}[1140-1254],PF07705{CARDB}:IPR011635{CARDB}[1262-1382],PF07705{CARDB}:IPR011635{CARDB}[1390-1510],PF07705{CARDB}:IPR011635{CARDB}[1518-1633],PF07705{CARDB}:IPR011635{CARDB}[1641-1761],PF07705{CARDB}:IPR011635{CARDB}[1773-1881],PF07705{CARDB}:IPR011635{CARDB}[1894-2003],PF07705{CARDB}:IPR011635{CARDB}[2143-2253],PF07705{CARDB}:IPR011635{CARDB}[2267-2379],PF07705{CARDB}:IPR011635{CARDB}[2389-2500],PF07705{CARDB}:IPR011635{CARDB}[2530-2640],PF07705{CARDB}:IPR011635{CARDB}[2656-2764],PF00151{Lipase}:IPR013818{Lipase}[3253-3443],PF24595{DUF7619}:IPR055353{DUF7619}[3697-3756],PF24595{DUF7619}:IPR055353{DUF7619}[3824-3872],PF17210{SdrD_B}:IPR033764{Sdr_B}[3981-4092],PF17210{SdrD_B}:IPR033764{Sdr_B}[4103-4176],PF00082{Peptidase_S8}:IPR000209{Peptidase_S8/S53_dom}[4238-4495],PF16184{Cadherin_3}[4579-4677],PF05345{He_PIG}[4692-4786],PF05345{He_PIG}[4792-4887],PF05345{He_PIG}[4894-4988],PF05345{He_PIG}[4995-5089],PF05345{He_PIG}[5096-5190],PF05345{He_PIG}[5197-5284],PF13448{DUF4114}:IPR025193{DUF4114}[5551-5621],PF13448{DUF4114}:IPR025193{DUF4114}[5728-5797]
05c09f207ea0c4c3868f10600626aab1daeb89ba	PF13385-PF13385-PF13385-PF07691:IPR011658-PF00151:IPR013818-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00497:IPR001638-PF00353:IPR001343-PF00353:IPR001343	1	A0A6H2C4H0	4644	PF13385{Laminin_G_3}[6-100],PF13385{Laminin_G_3}[583-746],PF13385{Laminin_G_3}[1049-1201],PF07691{PA14}:IPR011658{PA14_dom}[1470-1604],PF00151{Lipase}:IPR013818{Lipase}[2419-2619],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[3647-3682],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[3702-3736],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[3738-3771],PF00497{SBP_bac_3}:IPR001638{Solute-binding_3/MltF_N}[4121-4342],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[4487-4516],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[4522-4552]
064bbe452c09105f3d72225a4524ea20d76e633d	PF00151:IPR013818-PF01541:IPR000305-PF00151:IPR013818	1	A0AAD9PYA2	477	PF00151{Lipase}:IPR013818{Lipase}[27-268],PF01541{GIY-YIG}:IPR000305{GIY-YIG_endonuc}[306-387],PF00151{Lipase}:IPR013818{Lipase}[393-463]
096ba9b4371c0743b2e994dc148dfc03e2833be4	PF02931:IPR006202-PF00151:IPR013818	1	A0A8S3TU59	443	PF02931{Neur_chan_LBD}:IPR006202{Neur_chan_lig-bd}[5-192],PF00151{Lipase}:IPR013818{Lipase}[192-401]
0b3497a5e9c5d886b790313c3cc5ad12b6b150bb	PF00151:IPR013818-PF00730:IPR003265-PF00633:IPR000445-PF10576:IPR003651-PF14815:IPR029119	1	A0A7R8W309	888	PF00151{Lipase}:IPR013818{Lipase}[30-258],PF00730{HhH-GPD}:IPR003265{HhH-GPD_domain}[538-671],PF00633{HHH}:IPR000445{HhH_motif}[604-630],PF10576{EndIII_4Fe-2S}:IPR003651{Endonuclease3_FeS-loop_motif}[697-713],PF14815{NUDIX_4}:IPR029119{MutY_C}[763-854]
0bbd653919be5d6751c5d80fd151ee08f2eaa2d6	PF00151:IPR013818-PF00151:IPR013818-PF01395:IPR006170-PF01395:IPR006170-PF01395:IPR006170-PF01395:IPR006170-PF01395:IPR006170-PF01395:IPR006170	1	A0A1J1I2N7	1290	PF00151{Lipase}:IPR013818{Lipase}[37-283],PF00151{Lipase}:IPR013818{Lipase}[349-539],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[554-644],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[696-786],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[816-910],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[920-973],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[997-1098],PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[1156-1257]
0d29a331ce1c16a64722aeb30e6cb415c1d9fd7f	PF01704:IPR002618-PF00151:IPR013818	1	A0A1S3CYD5	784	PF01704{UDPGP}:IPR002618{UDPGP_fam}[3-38],PF00151{Lipase}:IPR013818{Lipase}[297-629]
0d58678def979f8a118f1a751d68a5c07ea6e6ed	PF24681-PF01344:IPR006652-PF13385-PF13620-PF00151:IPR013818-PF18884-PF18884	1	A0A6I1KDV1	1504	PF24681{Kelch_KLHDC2_KLHL20_DRC7}[14-205],PF01344{Kelch_1}:IPR006652{Kelch_1}[246-277],PF13385{Laminin_G_3}[424-587],PF13620{CarboxypepD_reg}[598-674],PF00151{Lipase}:IPR013818{Lipase}[679-851],PF18884{TSP3_bac}[1341-1359],PF18884{TSP3_bac}[1361-1381]
0ec1d833fea839b00b6dc8c3c575280c670d3e23	PF07686:IPR013106-PF07679:IPR013098-PF07679:IPR013098-PF13895-PF00151:IPR013818	1	A0A0L7LDJ8	1168	PF07686{V-set}:IPR013106{Ig_V-set}[103-208],PF07679{I-set}:IPR013098{Ig_I-set}[215-302],PF07679{I-set}:IPR013098{Ig_I-set}[316-377],PF13895{Ig_2}[401-471],PF00151{Lipase}:IPR013818{Lipase}[1047-1145]
0ed9e76040ff44e2c928106aa4f730d8ac829d95	PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024	1	L9L7D8	1530	PF00151{Lipase}:IPR013818{Lipase}[17-352],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[357-444],PF00151{Lipase}:IPR013818{Lipase}[482-817],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[822-912],PF00151{Lipase}:IPR013818{Lipase}[971-1307],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1312-1406]
0f179f5c89296c4fcef929fca613903505689ce9	PF00230:IPR000425-PF00151:IPR013818	1	A0A6J1V3K9	581	PF00230{MIP}:IPR000425{MIP}[18-225],PF00151{Lipase}:IPR013818{Lipase}[239-526]
0f6131452abd118f364e3e74aab34befd430b948	PF00151:IPR013818-PF01237:IPR000648-PF01237:IPR000648	1	A0A8S4S8J7	2291	PF00151{Lipase}:IPR013818{Lipase}[113-404],PF01237{Oxysterol_BP}:IPR000648{Oxysterol-bd}[1975-2150],PF01237{Oxysterol_BP}:IPR000648{Oxysterol-bd}[2181-2279]
0ffcf7f5d6e14c44e360ec87146eb1a032f64995	PF18755:IPR040843-PF01398:IPR000555-PF00151:IPR013818-PF09754:IPR019151	1	A0A7I8VE42	912	PF18755{RAMA}:IPR040843{RAMA}[52-152],PF01398{JAB}:IPR000555{JAMM/MPN+_dom}[224-319],PF00151{Lipase}:IPR013818{Lipase}[400-648],PF09754{PAC2}:IPR019151{Proteasome_assmbl_chaperone_2}[692-854]
12875ef83bdacab2681a802069b84177e980994a	PF01256:IPR000631-PF00151:IPR013818	1	A0AAN7Q616	608	PF01256{Carb_kinase}:IPR000631{CARKD}[30-173],PF00151{Lipase}:IPR013818{Lipase}[324-563]
12f32b03a5eb72fa333b4c04ab6a09fcb44f7089	PF03987:IPR007135-PF00151:IPR013818	1	A0A4S2K2K3	558	PF03987{Autophagy_act_C}:IPR007135{Atg3/Atg10}[38-278],PF00151{Lipase}:IPR013818{Lipase}[299-547]
135d8c6a3ae3f0e4d7e7aa58dbdd6f771d716790	PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818	1	A0A834MPK4	4769	PF00151{Lipase}:IPR013818{Lipase}[239-422],PF00151{Lipase}:IPR013818{Lipase}[1076-1227],PF00151{Lipase}:IPR013818{Lipase}[2092-2242],PF00151{Lipase}:IPR013818{Lipase}[2379-2526],PF00151{Lipase}:IPR013818{Lipase}[2585-2794],PF00151{Lipase}:IPR013818{Lipase}[2890-3044],PF00151{Lipase}:IPR013818{Lipase}[3143-3300],PF00151{Lipase}:IPR013818{Lipase}[3410-3557],PF00151{Lipase}:IPR013818{Lipase}[3667-3808],PF00151{Lipase}:IPR013818{Lipase}[3931-4052],PF00151{Lipase}:IPR013818{Lipase}[4185-4368],PF00151{Lipase}:IPR013818{Lipase}[4478-4655]
1527ba0fa8447da9316b76f75adf7e8b8193252d	PF00057:IPR002172-PF00057:IPR002172-PF00151:IPR013818-PF03265:IPR004947	1	A0A8D8LJP1	877	PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[37-68],PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[70-106],PF00151{Lipase}:IPR013818{Lipase}[168-348],PF03265{DNase_II}:IPR004947{DNase_II}[525-870]
15c9329367f862da6b0eae6cdd5dd9733d968517	PF00151:IPR013818-PF00083:IPR005828	1	A0A8J2R2D4	436	PF00151{Lipase}:IPR013818{Lipase}[31-210],PF00083{Sugar_tr}:IPR005828{MFS_sugar_transport-like}[233-428]
16b98b270961654bf445ab893ee2ef7f4cfd1d62	PF11958:IPR021862-PF00151:IPR013818	1	A0A2T7NQ18	791	PF11958{DUF3472}:IPR021862{DUF3472}[3-239],PF00151{Lipase}:IPR013818{Lipase}[318-674]
16f9ec60033e958042bcabee51cad580ee8cde86	PF00151:IPR013818-PF00151:IPR013818-PF00135:IPR002018-PF00135:IPR002018	1	A0AAN9Y748	1548	PF00151{Lipase}:IPR013818{Lipase}[129-242],PF00151{Lipase}:IPR013818{Lipase}[392-493],PF00135{COesterase}:IPR002018{CarbesteraseB}[519-996],PF00135{COesterase}:IPR002018{CarbesteraseB}[1007-1528]
19ca28627d6344b41ab394b8b99134d1a57c6388	PF00059:IPR001304-PF00151:IPR013818	1	A0A552E017	2800	PF00059{Lectin_C}:IPR001304{C-type_lectin-like}[1303-1404],PF00151{Lipase}:IPR013818{Lipase}[2603-2763]
1b5f1b38d5380ff424c198c5c732db97598b1029	PF16126:IPR032287-PF00151:IPR013818	1	A0A2H1V1T1	677	PF16126{DUF4838}:IPR032287{DUF4838}[96-200],PF00151{Lipase}:IPR013818{Lipase}[425-511]
1cdd3151fc7b4eda85d36d765692165dc3fda4bc	PF01471:IPR002477-PF01471:IPR002477-PF05257:IPR007921-PF00151:IPR013818	1	A0A7X6CFS1	907	PF01471{PG_binding_1}:IPR002477{Peptidoglycan-bd-like}[222-275],PF01471{PG_binding_1}:IPR002477{Peptidoglycan-bd-like}[314-367],PF05257{CHAP}:IPR007921{CHAP_dom}[431-512],PF00151{Lipase}:IPR013818{Lipase}[614-731]
1ce1b4be3561ffca931f4ebab0ad331d7d7213e8	PF00151:IPR013818-PF01607:IPR002557-PF01607:IPR002557-PF01607:IPR002557	1	A0A8J2HJP9	954	PF00151{Lipase}:IPR013818{Lipase}[218-519],PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[720-760],PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[788-842],PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[872-917]
1e061a7ad672b6e9d1125304b056a07dc0e83765	PF00151:IPR013818-PF00778:IPR001158-PF02377:IPR003351-PF00595:IPR001478-PF00610:IPR000591	1	A0A182W3B7	977	PF00151{Lipase}:IPR013818{Lipase}[115-316],PF00778{DIX}:IPR001158{DIX}[362-439],PF02377{Dishevelled}:IPR003351{Dishevelled_protein_dom}[482-558],PF00595{PDZ}:IPR001478{PDZ}[562-646],PF00610{DEP}:IPR000591{DEP_dom}[718-785]
1ef7dcf91f2e2dc2fd284652edde2eb1ac7b7730	PF09139:IPR015222-PF00151:IPR013818-PF00151:IPR013818	1	A0A7R8W9P4	898	PF09139{Tam41_Mmp37}:IPR015222{Tam41}[33-351],PF00151{Lipase}:IPR013818{Lipase}[496-664],PF00151{Lipase}:IPR013818{Lipase}[671-698]
1f1abc2a1b01de787e8b6214d352e2c074b01db6	PF07714:IPR001245-PF00151:IPR013818	1	A0A5B7CL72	595	PF07714{PK_Tyr_Ser-Thr}:IPR001245{Ser-Thr/Tyr_kinase_cat_dom}[130-233],PF00151{Lipase}:IPR013818{Lipase}[324-461]
215f1a7cc55750c5db438fc42a44d6f8c5bfcbd2	PF00728:IPR015883-PF00151:IPR013818-PF00151:IPR013818	1	A0A194RJD6	871	PF00728{Glyco_hydro_20}:IPR015883{Glyco_hydro_20_cat}[36-137],PF00151{Lipase}:IPR013818{Lipase}[292-558],PF00151{Lipase}:IPR013818{Lipase}[579-842]
24a9323d742319fb9673035fbeb197c9232c492d	PF01477:IPR001024-PF00151:IPR013818-PF00353:IPR001343-PF00353:IPR001343	1	Q10XV8	709	PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[5-73],PF00151{Lipase}:IPR013818{Lipase}[214-396],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[525-559],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[561-594]
25c402bf3906f97cc3f9c02741677314cfec2132	PF01183:IPR002053-PF01476:IPR018392-PF01476:IPR018392-PF00151:IPR013818	1	A0A6P0TYN3	727	PF01183{Glyco_hydro_25}:IPR002053{Glyco_hydro_25}[70-245],PF01476{LysM}:IPR018392{LysM_dom}[278-324],PF01476{LysM}:IPR018392{LysM_dom}[346-392],PF00151{Lipase}:IPR013818{Lipase}[444-567]
26f84a79b85f4c2371ef15023d238c1741df6f5b	PF00151:IPR013818-PF00982:IPR001830-PF02358:IPR003337	1	A0AAN7P745	1027	PF00151{Lipase}:IPR013818{Lipase}[37-294],PF00982{Glyco_transf_20}:IPR001830{Glyco_trans_20}[322-752],PF02358{Trehalose_PPase}:IPR003337{Trehalose_PPase}[786-981]
2891c7b23324b46d24f5641aae46d0e187e487fd	PF00059:IPR001304-PF00151:IPR013818-PF10240:IPR018798-PF10240:IPR018798	1	C3ZFY3	795	PF00059{Lectin_C}:IPR001304{C-type_lectin-like}[99-205],PF00151{Lipase}:IPR013818{Lipase}[316-544],PF10240{DUF2464}:IPR018798{MVB12A/B}[571-701],PF10240{DUF2464}:IPR018798{MVB12A/B}[706-784]
289cc852557915fb48db2392609ca83efff511bf	PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00151:IPR013818	1	A0A6H2BWT4	848	PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[50-82],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[111-144],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[145-180],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[219-252],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[253-288],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[307-340],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[359-389],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[412-447],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[448-483],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[484-518],PF00151{Lipase}:IPR013818{Lipase}[621-768]
28f83c7e164052ee119f4fe1826d8122968a7079	PF00151:IPR013818-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF13517:IPR013517-PF13517:IPR013517-PF00353:IPR001343-PF00353:IPR001343	1	A0A235HMX1	1038	PF00151{Lipase}:IPR013818{Lipase}[27-205],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[358-393],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[403-413],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[463-497],PF13517{FG-GAP_3}:IPR013517{FG-GAP}[536-600],PF13517{FG-GAP_3}:IPR013517{FG-GAP}[646-710],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[723-754],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[908-941]
2acf6e96b4e3202d59b40467aa8d6385acb5cfd6	PF01607:IPR002557-PF00151:IPR013818	1	T1GMX6	376	PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[68-109],PF00151{Lipase}:IPR013818{Lipase}[203-344]
2c95a03d4f4f9fd349f8d1402ebd04980221ee7f	PF20146:IPR006621-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818	1	A0A7S5LK42	1197	PF20146{NRF}:IPR006621{Nose-resist-to-fluoxetine_N}[50-171],PF00151{Lipase}:IPR013818{Lipase}[442-687],PF00151{Lipase}:IPR013818{Lipase}[819-1013],PF00151{Lipase}:IPR013818{Lipase}[1014-1148]
2d043ef9fd712446fa0f645f188574c5c5b81e9d	PF00151:IPR013818-PF14312:IPR013517-PF14312:IPR013517-PF14312:IPR013517-PF14312:IPR013517-PF14312:IPR013517-PF14312:IPR013517-PF14312:IPR013517-PF18911:IPR000601-PF18911:IPR000601-PF18911:IPR000601-PF18911:IPR000601-PF13448:IPR025193	1	K9QQR9	11414	PF00151{Lipase}:IPR013818{Lipase}[391-614],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[8795-8844],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[8851-8897],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[8953-9004],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[9030-9070],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[9790-9831],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[9944-9988],PF14312{FG-GAP_2}:IPR013517{FG-GAP}[9995-10035],PF18911{PKD_4}:IPR000601{PKD_dom}[10458-10540],PF18911{PKD_4}:IPR000601{PKD_dom}[10542-10626],PF18911{PKD_4}:IPR000601{PKD_dom}[10717-10801],PF18911{PKD_4}:IPR000601{PKD_dom}[10803-10887],PF13448{DUF4114}:IPR025193{DUF4114}[11006-11089]
2f4432ad23fb43f09fc9cd406645fe4f3ff9cb50	PF05739:IPR000727-PF00151:IPR013818	1	A0A9D4IRW3	437	PF05739{SNARE}:IPR000727{T_SNARE_dom}[62-107],PF00151{Lipase}:IPR013818{Lipase}[118-433]
2ffc6e90e0fc51f0c1b4813fac4a0f787b7712bf	PF03160:IPR003644-PF03160:IPR003644-PF00151:IPR013818	1	A0A949FMF2	697	PF03160{Calx-beta}:IPR003644{Calx_beta}[1-45],PF03160{Calx-beta}:IPR003644{Calx_beta}[70-141],PF00151{Lipase}:IPR013818{Lipase}[472-590]
3033411c51827d32ccbdf25db9e2cb402785921e	PF00151:IPR013818-PF01805:IPR000061-PF01805:IPR000061	1	A0A815IV19	769	PF00151{Lipase}:IPR013818{Lipase}[70-152],PF01805{Surp}:IPR000061{Surp}[295-340],PF01805{Surp}:IPR000061{Surp}[576-621]
310b63726c758f9ca53e72f0a90c90b9a1714b6f	PF01697:IPR008166-PF00151:IPR013818	1	A0A7R9M2W6	581	PF01697{Glyco_transf_92}:IPR008166{Glyco_transf_92}[81-284],PF00151{Lipase}:IPR013818{Lipase}[318-573]
316657b054e88653de7fcff39b3928726c077084	PF00171:IPR015590-PF00151:IPR013818	1	A0A8T0E8C4	316	PF00171{Aldedh}:IPR015590{Aldehyde_DH_dom}[9-47],PF00151{Lipase}:IPR013818{Lipase}[27-247]
3221607c1a2008b3cce1a64a547da4b939815eb1	PF12796:IPR002110-PF01753:IPR002893-PF00151:IPR013818	1	A0A834NTA9	721	PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[25-108],PF01753{zf-MYND}:IPR002893{Znf_MYND}[319-356],PF00151{Lipase}:IPR013818{Lipase}[414-614]
324d2d4df5e7ccb326b41a775011764759e8159a	PF01395:IPR006170-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818	1	A0A8J9VQ41	1030	PF01395{PBP_GOBP}:IPR006170{PBP/GOBP}[31-107],PF00151{Lipase}:IPR013818{Lipase}[166-399],PF00151{Lipase}:IPR013818{Lipase}[467-700],PF00151{Lipase}:IPR013818{Lipase}[768-1000]
325bccd0ff8534b75b85c4fee22dfbb9c957ac63	PF00076:IPR000504-PF00151:IPR013818-PF01477:IPR001024	1	A0AA41MCE6	805	PF00076{RRM_1}:IPR000504{RRM_dom}[3-62],PF00151{Lipase}:IPR013818{Lipase}[172-475],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[480-612]
32a6df47e32596615296358e24bab84480a0a8b0	PF13448:IPR025193-PF00082:IPR000209-PF05257:IPR007921-PF00151:IPR013818	1	A0AAE3KPV6	1612	PF13448{DUF4114}:IPR025193{DUF4114}[271-354],PF00082{Peptidase_S8}:IPR000209{Peptidase_S8/S53_dom}[401-715],PF05257{CHAP}:IPR007921{CHAP_dom}[884-981],PF00151{Lipase}:IPR013818{Lipase}[1349-1481]
3327f033ddb6654b20e2b7e827039eb737733a3a	PF00106:IPR002347-PF00151:IPR013818	1	A0A7R9KMW0	606	PF00106{adh_short}:IPR002347{SDR_fam}[5-199],PF00151{Lipase}:IPR013818{Lipase}[288-603]
35864f874b9ccba44e6f670d71b5f3ce6c93bda7	PF05990:IPR010297-PF00151:IPR013818	1	A0A7R9F8G2	338	PF05990{DUF900}:IPR010297{DUF900_hydrolase}[92-177],PF00151{Lipase}:IPR013818{Lipase}[197-329]
36b8a47c2c2621c24c4a7b9bc510507e6f09aa9d	PF00151:IPR013818-PF17297:IPR035078-PF00821:IPR035077-PF00821:IPR035077	1	A0A7R8CBM3	1033	PF00151{Lipase}:IPR013818{Lipase}[174-304],PF17297{PEPCK_N}:IPR035078{PEP_carboxykinase_GTP_N}[503-720],PF00821{PEPCK_GTP}:IPR035077{PEP_carboxykinase_GTP_C}[723-920],PF00821{PEPCK_GTP}:IPR035077{PEP_carboxykinase_GTP_C}[932-1031]
3a39266679666c0f3133af8d35d7b4def52b2703	PF00057:IPR002172-PF00151:IPR013818-PF03690:IPR003226	1	A0A4S2KVT0	1138	PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[372-404],PF00151{Lipase}:IPR013818{Lipase}[577-827],PF03690{MYG1_exonuc}:IPR003226{MYG1_exonuclease}[861-1012]
3a59b7e6268a852124e1624804a2fb7955c0e533	PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00162:IPR001576	1	A0A9P0HTW8	786	PF00151{Lipase}:IPR013818{Lipase}[76-186],PF00151{Lipase}:IPR013818{Lipase}[188-234],PF00151{Lipase}:IPR013818{Lipase}[241-374],PF00162{PGK}:IPR001576{Phosphoglycerate_kinase}[385-777]
3ba3160b183b3cedcf430138cdd5a4ddd9903c66	PF05345-PF00151:IPR013818	1	A0A2T2RQA3	439	PF05345{He_PIG}[39-130],PF00151{Lipase}:IPR013818{Lipase}[235-304]
3c5130fa0e22e5a71436c6ea918eb7af0814d26d	PF00932:IPR001322-PF00151:IPR013818-PF00353:IPR001343	1	A0A939HSC9	925	PF00932{LTD}:IPR001322{Lamin_tail_dom}[3-106],PF00151{Lipase}:IPR013818{Lipase}[466-599],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[801-834]
3c5dbd59fb5fc631b3dbd4f65810490709fa162b	PF09817:IPR018630-PF00151:IPR013818	1	A0AAV7IXV6	975	PF09817{Zwilch}:IPR018630{Zwilch}[352-593],PF00151{Lipase}:IPR013818{Lipase}[625-944]
3cdf256eb80cd62883e146e794ae8b95c0678221	PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF07714:IPR001245	1	A0AA89BSR1	1169	PF00151{Lipase}:IPR013818{Lipase}[1-126],PF00151{Lipase}:IPR013818{Lipase}[132-364],PF00151{Lipase}:IPR013818{Lipase}[406-480],PF07714{PK_Tyr_Ser-Thr}:IPR001245{Ser-Thr/Tyr_kinase_cat_dom}[878-1142]
3d3456f93e45aa7868082f2f15d45a0d3051c59e	PF00151:IPR013818-PF00501:IPR000873-PF13193:IPR025110	1	A0AAN7QNT5	757	PF00151{Lipase}:IPR013818{Lipase}[22-227],PF00501{AMP-binding}:IPR000873{AMP-dep_synth/lig_dom}[245-622],PF13193{AMP-binding_C}:IPR025110{AMP-bd_C}[672-748]
3d4704e256e7efd12eb936e845c52da99a3d7285	PF00353:IPR001343-PF00353:IPR001343-PF00151:IPR013818	1	U7QH12	850	PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[40-75],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[76-110],PF00151{Lipase}:IPR013818{Lipase}[603-713]
3f1b36262b38b40d4c434e3d4c4005939bc1f51e	PF21528:IPR006608-PF21528:IPR006608-PF21528:IPR006608-PF21528:IPR006608-PF00168:IPR000008-PF00151:IPR013818	1	A0AA36B4W3	1594	PF21528{CC2D1A-B_DM14}:IPR006608{CC2D1A/B_DM14}[152-204],PF21528{CC2D1A-B_DM14}:IPR006608{CC2D1A/B_DM14}[336-390],PF21528{CC2D1A-B_DM14}:IPR006608{CC2D1A/B_DM14}[458-512],PF21528{CC2D1A-B_DM14}:IPR006608{CC2D1A/B_DM14}[590-644],PF00168{C2}:IPR000008{C2_dom}[756-869],PF00151{Lipase}:IPR013818{Lipase}[1134-1461]
3f30a4aafd527ad1182d7410fb47eb9ecffbe437	PF12928:IPR024336-PF12937:IPR001810-PF00151:IPR013818	1	A0A4S2L439	1530	PF12928{tRNA_int_end_N2}:IPR024336{tRNA_splic_suSen54_N}[81-147],PF12937{F-box-like}:IPR001810{F-box_dom}[832-867],PF00151{Lipase}:IPR013818{Lipase}[1236-1519]
3ffaeac368d5820fb910ce0b0e11cbb87a6ef5a4	PF00151:IPR013818-PF21788:IPR048366	1	A0A8S9XUC5	880	PF00151{Lipase}:IPR013818{Lipase}[95-304],PF21788{TNP-like_GBD}:IPR048366{TNP-like_GBD}[433-518]
