,GO_ID,GO_Term,Depth,Propagated_Enrichment,Original_Enrichment,P_Value,Child_Count
12185,GO:0005350,pyrimidine nucleobase transmembrane transporter activity,4,0.0,1.0,1.0,3
12186,GO:0005368,taurine transmembrane transporter activity,4,0.0,1.0,1.0,2
12187,GO:0005372,water transmembrane transporter activity,4,0.0,1.0,1.0,1
12188,GO:0005499,vitamin D binding,4,0.0,1.0,1.0,1
12189,GO:0005501,retinoid binding,4,0.0,1.0,1.0,4
12190,GO:0005520,insulin-like growth factor binding,4,0.0,1.0,1.0,2
12191,GO:0005669,transcription factor TFIID complex,4,0.0,1.0,1.0,1
12192,GO:0005684,U2-type spliceosomal complex,4,0.0,1.0,1.0,7
12193,GO:0005689,U12-type spliceosomal complex,4,0.0,1.0,1.0,6
12194,GO:0005721,pericentric heterochromatin,4,0.0,1.0,1.0,2
12195,GO:0005742,mitochondrial outer membrane translocase complex,4,0.0,1.0,1.0,3
12196,GO:0005789,endoplasmic reticulum membrane,4,0.0,1.0,1.0,4
12197,GO:0005858,axonemal dynein complex,4,0.0,1.0,1.0,2
12198,GO:0005911,cell-cell junction,4,0.0,1.0,1.0,13
12199,GO:0005929,cilium,4,0.0,1.0,1.0,2
12200,GO:0005975,carbohydrate metabolic process,4,0.0,1.0,1.0,12
12201,GO:0006022,aminoglycan metabolic process,4,0.0,1.0,1.0,5
12202,GO:0006040,amino sugar metabolic process,4,0.0,1.0,1.0,10
12203,GO:0006117,acetaldehyde metabolic process,4,0.0,1.0,1.0,2
12204,GO:0006139,nucleobase-containing compound metabolic process,4,0.0,1.0,1.0,6
12205,GO:0006325,chromatin organization,4,0.0,1.0,1.0,9
12206,GO:0006396,RNA processing,4,0.0,1.0,1.0,15
12207,GO:0006520,amino acid metabolic process,4,0.0,1.0,1.0,12
12208,GO:0006576,biogenic amine metabolic process,4,0.0,1.0,1.0,8
12209,GO:0006577,amino-acid betaine metabolic process,4,0.0,1.0,1.0,8
12210,GO:0006730,one-carbon metabolic process,4,0.0,1.0,1.0,2
12211,GO:0006749,glutathione metabolic process,4,0.0,1.0,1.0,3
12212,GO:0006760,folic acid-containing compound metabolic process,4,0.0,1.0,1.0,6
12213,GO:0006766,vitamin metabolic process,4,0.0,1.0,1.0,4
12214,GO:0006778,porphyrin-containing compound metabolic process,4,0.0,1.0,1.0,6
12215,GO:0006801,superoxide metabolic process,4,0.0,1.0,1.0,2
12216,GO:0006811,monoatomic ion transport,4,0.0,1.0,1.0,3
12217,GO:0006836,neurotransmitter transport,4,0.0,1.0,1.0,3
12218,GO:0006839,mitochondrial transport,4,0.0,1.0,1.0,4
12219,GO:0006858,extracellular transport,4,0.0,1.0,1.0,2
12220,GO:0006865,amino acid transport,4,0.0,1.0,1.0,14
12221,GO:0006873,intracellular monoatomic ion homeostasis,4,0.0,1.0,1.0,2
12222,GO:0006914,autophagy,4,0.0,1.0,1.0,6
12223,GO:0006915,apoptotic process,4,0.0,1.0,1.0,19
12224,GO:0006929,substrate-dependent cell migration,4,0.0,1.0,1.0,2
12225,GO:0006936,muscle contraction,4,0.0,1.0,1.0,2
12226,GO:0006954,inflammatory response,4,0.0,1.0,1.0,6
12227,GO:0006971,hypotonic response,4,0.0,1.0,1.0,2
12228,GO:0006972,hyperosmotic response,4,0.0,1.0,1.0,2
12229,GO:0006974,DNA damage response,4,0.0,1.0,1.0,5
12230,GO:0006986,response to unfolded protein,4,0.0,1.0,1.0,2
12231,GO:0006996,organelle organization,4,0.0,1.0,1.0,30
12232,GO:0007028,cytoplasm organization,4,0.0,1.0,1.0,2
12233,GO:0007105,"cytokinesis, division site positioning",4,0.0,1.0,1.0,1
12234,GO:0007159,leukocyte cell-cell adhesion,4,0.0,1.0,1.0,3
12235,GO:0007160,cell-matrix adhesion,4,0.0,1.0,1.0,7
12236,GO:0007267,cell-cell signaling,4,0.0,1.0,1.0,32
12237,GO:0007281,germ cell development,4,0.0,1.0,1.0,3
12238,GO:0007282,cystoblast division,4,0.0,1.0,1.0,1
12239,GO:0007292,female gamete generation,4,0.0,1.0,1.0,1
12240,GO:0007309,oocyte axis specification,4,0.0,1.0,1.0,3
12241,GO:0007316,pole plasm RNA localization,4,0.0,1.0,1.0,2
12242,GO:0007365,periodic partitioning,4,0.0,1.0,1.0,2
12243,GO:0007369,gastrulation,4,0.0,1.0,1.0,2
12244,GO:0007380,"specification of segmental identity, head",4,0.0,1.0,1.0,5
12245,GO:0007414,axonal defasciculation,4,0.0,1.0,1.0,1
12246,GO:0007423,sensory organ development,4,0.0,1.0,1.0,11
12247,GO:0007439,ectodermal digestive tract development,4,0.0,1.0,1.0,2
12248,GO:0007444,imaginal disc development,4,0.0,1.0,1.0,8
12249,GO:0007445,determination of imaginal disc primordium,4,0.0,1.0,1.0,2
12250,GO:0007447,imaginal disc pattern formation,4,0.0,1.0,1.0,6
12251,GO:0007498,mesoderm development,4,0.0,1.0,1.0,5
12252,GO:0007500,mesodermal cell fate determination,4,0.0,1.0,1.0,4
12253,GO:0007501,mesodermal cell fate specification,4,0.0,1.0,1.0,4
12254,GO:0007503,fat body development,4,0.0,1.0,1.0,2
12255,GO:0007507,heart development,4,0.0,1.0,1.0,2
12256,GO:0007517,muscle organ development,4,0.0,1.0,1.0,5
12257,GO:0007518,myoblast fate determination,4,0.0,1.0,1.0,1
12258,GO:0007521,muscle cell fate determination,4,0.0,1.0,1.0,2
12259,GO:0007525,somatic muscle development,4,0.0,1.0,1.0,3
12260,GO:0007531,mating type determination,4,0.0,1.0,1.0,2
12261,GO:0007538,primary sex determination,4,0.0,1.0,1.0,2
12262,GO:0007545,processes downstream of sex determination signal,4,0.0,1.0,1.0,2
12263,GO:0007560,imaginal disc morphogenesis,4,0.0,1.0,1.0,9
12264,GO:0007593,chitin-based cuticle sclerotization,4,0.0,1.0,1.0,2
12265,GO:0007599,hemostasis,4,0.0,1.0,1.0,2
12266,GO:0007600,sensory perception,4,0.0,1.0,1.0,12
12267,GO:0007617,mating behavior,4,0.0,1.0,1.0,6
12268,GO:0008015,blood circulation,4,0.0,1.0,1.0,2
12269,GO:0008066,glutamate receptor activity,4,0.0,1.0,1.0,2
12270,GO:0008094,"ATP-dependent activity, acting on DNA",4,0.0,1.0,1.0,10
12271,GO:0008104,protein localization,4,0.0,1.0,1.0,32
12272,GO:0008146,sulfotransferase activity,4,0.0,1.0,1.0,38
12273,GO:0008168,methyltransferase activity,4,0.0,1.0,1.0,86
12274,GO:0008194,UDP-glycosyltransferase activity,4,0.0,1.0,1.0,21
12275,GO:0008230,ecdysone receptor holocomplex,4,0.0,1.0,1.0,2
12276,GO:0008234,cysteine-type peptidase activity,4,0.0,1.0,1.0,9
12277,GO:0008236,serine-type peptidase activity,4,0.0,1.0,1.0,2
12278,GO:0008237,metallopeptidase activity,4,0.0,1.0,1.0,4
12279,GO:0008238,exopeptidase activity,4,0.0,1.0,1.0,10
12280,GO:0008242,omega peptidase activity,4,0.0,1.0,1.0,5
12281,GO:0008287,protein serine/threonine phosphatase complex,4,0.0,1.0,1.0,9
12282,GO:0008291,acetylcholine metabolic process,4,0.0,1.0,1.0,2
12283,GO:0008298,intracellular mRNA localization,4,0.0,1.0,1.0,2
12284,GO:0008320,protein transmembrane transporter activity,4,0.0,1.0,1.0,3
12285,GO:0008324,monoatomic cation transmembrane transporter activity,4,0.0,1.0,1.0,8
12286,GO:0008344,adult locomotory behavior,4,0.0,1.0,1.0,3
12287,GO:0008345,larval locomotory behavior,4,0.0,1.0,1.0,3
12288,GO:0008347,glial cell migration,4,0.0,1.0,1.0,5
12289,GO:0008373,sialyltransferase activity,4,0.0,1.0,1.0,10
12290,GO:0008391,arachidonate monooxygenase activity,4,0.0,1.0,1.0,1
12291,GO:0008395,steroid hydroxylase activity,4,0.0,1.0,1.0,18
12292,GO:0008401,retinoic acid 4-hydroxylase activity,4,0.0,1.0,1.0,1
12293,GO:0008406,gonad development,4,0.0,1.0,1.0,2
12294,GO:0008407,chaeta morphogenesis,4,0.0,1.0,1.0,1
12295,GO:0008410,CoA-transferase activity,4,0.0,1.0,1.0,23
12296,GO:0008452,RNA ligase activity,4,0.0,1.0,1.0,2
12297,GO:0008483,transaminase activity,4,0.0,1.0,1.0,77
12298,GO:0008484,sulfuric ester hydrolase activity,4,0.0,1.0,1.0,18
12299,GO:0008504,monoamine transmembrane transporter activity,4,0.0,1.0,1.0,5
12300,GO:0008509,monoatomic anion transmembrane transporter activity,4,0.0,1.0,1.0,9
12301,GO:0008521,acetyl-CoA transmembrane transporter activity,4,0.0,1.0,1.0,1
12302,GO:0008525,phosphatidylcholine transporter activity,4,0.0,1.0,1.0,3
12303,GO:0008527,taste receptor activity,4,0.0,1.0,1.0,6
12304,GO:0008544,epidermis development,4,0.0,1.0,1.0,1
12305,GO:0008641,ubiquitin-like modifier activating enzyme activity,4,0.0,1.0,1.0,10
12306,GO:0008643,carbohydrate transport,4,0.0,1.0,1.0,4
12307,GO:0008812,choline dehydrogenase activity,4,0.0,1.0,1.0,1
12308,GO:0008907,integrase activity,4,0.0,1.0,1.0,2
12309,GO:0008920,lipopolysaccharide heptosyltransferase activity,4,0.0,1.0,1.0,3
12310,GO:0008940,nitrate reductase activity,4,0.0,1.0,1.0,4
12311,GO:0009057,macromolecule catabolic process,4,0.0,1.0,1.0,10
12312,GO:0009233,menaquinone metabolic process,4,0.0,1.0,1.0,2
12313,GO:0009237,siderophore metabolic process,4,0.0,1.0,1.0,10
12314,GO:0009267,cellular response to starvation,4,0.0,1.0,1.0,20
12315,GO:0009274,peptidoglycan-based cell wall,4,0.0,1.0,1.0,2
12316,GO:0009277,fungal-type cell wall,4,0.0,1.0,1.0,3
12317,GO:0009279,cell outer membrane,4,0.0,1.0,1.0,1
12318,GO:0009288,bacterial-type flagellum,4,0.0,1.0,1.0,1
12319,GO:0009309,amine biosynthetic process,4,0.0,1.0,1.0,1
12320,GO:0009310,amine catabolic process,4,0.0,1.0,1.0,2
12321,GO:0009325,nitrate reductase complex,4,0.0,1.0,1.0,1
12322,GO:0009329,acetate CoA-transferase complex,4,0.0,1.0,1.0,1
12323,GO:0009408,response to heat,4,0.0,1.0,1.0,3
12324,GO:0009409,response to cold,4,0.0,1.0,1.0,4
12325,GO:0009415,response to water,4,0.0,1.0,1.0,6
12326,GO:0009416,response to light stimulus,4,0.0,1.0,1.0,13
12327,GO:0009438,methylglyoxal metabolic process,4,0.0,1.0,1.0,4
12328,GO:0009454,aerotaxis,4,0.0,1.0,1.0,2
12329,GO:0009503,thylakoid light-harvesting complex,4,0.0,1.0,1.0,2
12330,GO:0009505,plant-type cell wall,4,0.0,1.0,1.0,2
12331,GO:0009522,photosystem I,4,0.0,1.0,1.0,2
12332,GO:0009523,photosystem II,4,0.0,1.0,1.0,2
12333,GO:0009590,detection of gravity,4,0.0,1.0,1.0,1
12334,GO:0009594,detection of nutrient,4,0.0,1.0,1.0,1
12335,GO:0009630,gravitropism,4,0.0,1.0,1.0,2
12336,GO:0009649,entrainment of circadian clock,4,0.0,1.0,1.0,1
12337,GO:0009651,response to salt stress,4,0.0,1.0,1.0,5
12338,GO:0009698,phenylpropanoid metabolic process,4,0.0,1.0,1.0,13
12339,GO:0009720,detection of hormone stimulus,4,0.0,1.0,1.0,7
12340,GO:0009723,response to ethylene,4,0.0,1.0,1.0,2
12341,GO:0009733,response to auxin,4,0.0,1.0,1.0,3
12342,GO:0009735,response to cytokinin,4,0.0,1.0,1.0,2
12343,GO:0009739,response to gibberellin,4,0.0,1.0,1.0,2
12344,GO:0009741,response to brassinosteroid,4,0.0,1.0,1.0,2
12345,GO:0009751,response to salicylic acid,4,0.0,1.0,1.0,2
12346,GO:0009765,"photosynthesis, light harvesting",4,0.0,1.0,1.0,2
12347,GO:0009810,stilbene metabolic process,4,0.0,1.0,1.0,2
12348,GO:0009813,flavonoid biosynthetic process,4,0.0,1.0,1.0,8
12349,GO:0009822,alkaloid catabolic process,4,0.0,1.0,1.0,6
12350,GO:0009826,unidimensional cell growth,4,0.0,1.0,1.0,7
12351,GO:0009835,fruit ripening,4,0.0,1.0,1.0,2
12352,GO:0009855,determination of bilateral symmetry,4,0.0,1.0,1.0,2
12353,GO:0009883,red or far-red light photoreceptor activity,4,0.0,1.0,1.0,2
12354,GO:0009884,cytokinin receptor activity,4,0.0,1.0,1.0,2
12355,GO:0009898,cytoplasmic side of plasma membrane,4,0.0,1.0,1.0,3
12356,GO:0009914,hormone transport,4,0.0,1.0,1.0,4
12357,GO:0009946,proximal/distal axis specification,4,0.0,1.0,1.0,1
12358,GO:0009948,anterior/posterior axis specification,4,0.0,1.0,1.0,3
12359,GO:0009950,dorsal/ventral axis specification,4,0.0,1.0,1.0,3
12360,GO:0009952,anterior/posterior pattern specification,4,0.0,1.0,1.0,14
12361,GO:0009953,dorsal/ventral pattern formation,4,0.0,1.0,1.0,7
12362,GO:0009954,proximal/distal pattern formation,4,0.0,1.0,1.0,4
12363,GO:0009956,radial pattern formation,4,0.0,1.0,1.0,2
12364,GO:0009957,epidermal cell fate specification,4,0.0,1.0,1.0,3
12365,GO:0009965,leaf morphogenesis,4,0.0,1.0,1.0,3
12366,GO:0009982,pseudouridine synthase activity,4,0.0,1.0,1.0,3
12367,GO:0009994,oocyte differentiation,4,0.0,1.0,1.0,1
12368,GO:0010001,glial cell differentiation,4,0.0,1.0,1.0,8
12369,GO:0010009,cytoplasmic side of endosome membrane,4,0.0,1.0,1.0,2
12370,GO:0010015,root morphogenesis,4,0.0,1.0,1.0,2
12371,GO:0010026,trichome differentiation,4,0.0,1.0,1.0,1
12372,GO:0010037,response to carbon dioxide,4,0.0,1.0,1.0,1
12373,GO:0010039,response to iron ion,4,0.0,1.0,1.0,3
12374,GO:0010042,response to manganese ion,4,0.0,1.0,1.0,1
12375,GO:0010043,response to zinc ion,4,0.0,1.0,1.0,2
12376,GO:0010044,response to aluminum ion,4,0.0,1.0,1.0,1
12377,GO:0010045,response to nickel cation,4,0.0,1.0,1.0,1
12378,GO:0010046,response to mycotoxin,4,0.0,1.0,1.0,1
12379,GO:0010051,xylem and phloem pattern formation,4,0.0,1.0,1.0,5
12380,GO:0010070,zygote asymmetric cell division,4,0.0,1.0,1.0,1
12381,GO:0010074,maintenance of meristem identity,4,0.0,1.0,1.0,5
12382,GO:0010087,phloem or xylem histogenesis,4,0.0,1.0,1.0,2
12383,GO:0010092,specification of animal organ identity,4,0.0,1.0,1.0,6
12384,GO:0010119,regulation of stomatal movement,4,0.0,1.0,1.0,2
12385,GO:0010135,ureide metabolic process,4,0.0,1.0,1.0,2
12386,GO:0010157,response to chlorate,4,0.0,1.0,1.0,1
12387,GO:0010160,formation of animal organ boundary,4,0.0,1.0,1.0,2
12388,GO:0010164,response to cesium ion,4,0.0,1.0,1.0,1
12389,GO:0010167,response to nitrate,4,0.0,1.0,1.0,1
12390,GO:0010178,IAA-amino acid conjugate hydrolase activity,4,0.0,1.0,1.0,3
12391,GO:0010192,mucilage biosynthetic process,4,0.0,1.0,1.0,4
12392,GO:0010200,response to chitin,4,0.0,1.0,1.0,1
12393,GO:0010209,vacuolar sorting signal binding,4,0.0,1.0,1.0,1
12394,GO:0010212,response to ionizing radiation,4,0.0,1.0,1.0,3
12395,GO:0010226,response to lithium ion,4,0.0,1.0,1.0,1
12396,GO:0010231,maintenance of seed dormancy,4,0.0,1.0,1.0,1
12397,GO:0010272,response to silver ion,4,0.0,1.0,1.0,1
12398,GO:0010288,response to lead ion,4,0.0,1.0,1.0,1
12399,GO:0010297,heteropolysaccharide binding,4,0.0,1.0,1.0,2
12400,GO:0010330,cellulose synthase complex,4,0.0,1.0,1.0,2
12401,GO:0010335,response to non-ionic osmotic stress,4,0.0,1.0,1.0,1
12402,GO:0010346,shoot axis formation,4,0.0,1.0,1.0,1
12403,GO:0010446,response to alkaline pH,4,0.0,1.0,1.0,1
12404,GO:0010447,response to acidic pH,4,0.0,1.0,1.0,1
12405,GO:0010453,regulation of cell fate commitment,4,0.0,1.0,1.0,8
12406,GO:0010477,response to sulfur dioxide,4,0.0,1.0,1.0,1
12407,GO:0010496,intercellular transport,4,0.0,1.0,1.0,3
12408,GO:0010570,regulation of filamentous growth,4,0.0,1.0,1.0,3
12409,GO:0010583,response to cyclopentenone,4,0.0,1.0,1.0,1
12410,GO:0010590,regulation of septum digestion after cytokinesis,4,0.0,1.0,1.0,2
12411,GO:0010623,programmed cell death involved in cell development,4,0.0,1.0,1.0,7
12412,GO:0010646,regulation of cell communication,4,0.0,1.0,1.0,17
12413,GO:0010852,cyclase inhibitor activity,4,0.0,1.0,1.0,2
12414,GO:0010853,cyclase activator activity,4,0.0,1.0,1.0,2
12415,GO:0010854,adenylate cyclase regulator activity,4,0.0,1.0,1.0,2
12416,GO:0010911,regulation of isomerase activity,4,0.0,1.0,1.0,3
12417,GO:0014010,Schwann cell proliferation,4,0.0,1.0,1.0,1
12418,GO:0014016,neuroblast differentiation,4,0.0,1.0,1.0,1
12419,GO:0014017,neuroblast fate commitment,4,0.0,1.0,1.0,1
12420,GO:0014069,postsynaptic density,4,0.0,1.0,1.0,1
12421,GO:0014071,response to cycloalkane,4,0.0,1.0,1.0,1
12422,GO:0014074,response to purine-containing compound,4,0.0,1.0,1.0,9
12423,GO:0014075,response to amine,4,0.0,1.0,1.0,6
12424,GO:0014076,response to fluoxetine,4,0.0,1.0,1.0,1
12425,GO:0014812,muscle cell migration,4,0.0,1.0,1.0,4
12426,GO:0014822,detection of wounding,4,0.0,1.0,1.0,1
12427,GO:0014855,striated muscle cell proliferation,4,0.0,1.0,1.0,2
12428,GO:0014864,detection of muscle activity,4,0.0,1.0,1.0,1
12429,GO:0014869,detection of muscle inactivity,4,0.0,1.0,1.0,1
12430,GO:0014873,response to muscle activity involved in regulation of muscle adaptation,4,0.0,1.0,1.0,1
12431,GO:0014876,response to injury involved in regulation of muscle adaptation,4,0.0,1.0,1.0,1
12432,GO:0014877,response to muscle inactivity involved in regulation of muscle adaptation,4,0.0,1.0,1.0,3
12433,GO:0014878,response to electrical stimulus involved in regulation of muscle adaptation,4,0.0,1.0,1.0,1
12434,GO:0014896,muscle hypertrophy,4,0.0,1.0,1.0,4
12435,GO:0014916,regulation of lung blood pressure,4,0.0,1.0,1.0,2
12436,GO:0015009,corrin metabolic process,4,0.0,1.0,1.0,2
12437,GO:0015011,nickel-tetrapyrrole coenzyme metabolic process,4,0.0,1.0,1.0,1
12438,GO:0015036,disulfide oxidoreductase activity,4,0.0,1.0,1.0,7
12439,GO:0015067,amidinotransferase activity,4,0.0,1.0,1.0,2
12440,GO:0015103,inorganic anion transmembrane transporter activity,4,0.0,1.0,1.0,23
12441,GO:0015106,bicarbonate transmembrane transporter activity,4,0.0,1.0,1.0,4
12442,GO:0015119,hexose phosphate transmembrane transporter activity,4,0.0,1.0,1.0,2
12443,GO:0015136,sialic acid transmembrane transporter activity,4,0.0,1.0,1.0,2
12444,GO:0015157,oligosaccharide transmembrane transporter activity,4,0.0,1.0,1.0,4
12445,GO:0015159,polysaccharide transmembrane transporter activity,4,0.0,1.0,1.0,3
12446,GO:0015164,glucuronoside transmembrane transporter activity,4,0.0,1.0,1.0,1
12447,GO:0015166,polyol transmembrane transporter activity,4,0.0,1.0,1.0,9
12448,GO:0015169,glycerol-3-phosphate transmembrane transporter activity,4,0.0,1.0,1.0,1
12449,GO:0015172,acidic amino acid transmembrane transporter activity,4,0.0,1.0,1.0,2
12450,GO:0015174,basic amino acid transmembrane transporter activity,4,0.0,1.0,1.0,6
12451,GO:0015175,neutral L-amino acid transmembrane transporter activity,4,0.0,1.0,1.0,17
12452,GO:0015200,methylammonium transmembrane transporter activity,4,0.0,1.0,1.0,1
12453,GO:0015204,urea transmembrane transporter activity,4,0.0,1.0,1.0,3
12454,GO:0015215,nucleotide transmembrane transporter activity,4,0.0,1.0,1.0,6
12455,GO:0015220,choline transmembrane transporter activity,4,0.0,1.0,1.0,2
12456,GO:0015228,coenzyme A transmembrane transporter activity,4,0.0,1.0,1.0,1
12457,GO:0015234,thiamine transmembrane transporter activity,4,0.0,1.0,1.0,3
12458,GO:0015267,channel activity,4,0.0,1.0,1.0,14
12459,GO:0015291,secondary active transmembrane transporter activity,4,0.0,1.0,1.0,22
12460,GO:0015399,primary active transmembrane transporter activity,4,0.0,1.0,1.0,5
12461,GO:0015489,putrescine transmembrane transporter activity,4,0.0,1.0,1.0,3
12462,GO:0015551,3-hydroxyphenyl propanoate transmembrane transporter activity,4,0.0,1.0,1.0,1
12463,GO:0015554,tartrate transmembrane transporter activity,4,0.0,1.0,1.0,1
12464,GO:0015572,N-acetylglucosamine transmembrane transporter activity,4,0.0,1.0,1.0,1
12465,GO:0015631,tubulin binding,4,0.0,1.0,1.0,4
12466,GO:0015647,peptidoglycan transmembrane transporter activity,4,0.0,1.0,1.0,2
12467,GO:0015651,quaternary ammonium group transmembrane transporter activity,4,0.0,1.0,1.0,9
12468,GO:0015665,alcohol transmembrane transporter activity,4,0.0,1.0,1.0,13
12469,GO:0015669,gas transport,4,0.0,1.0,1.0,2
12470,GO:0015695,organic cation transport,4,0.0,1.0,1.0,48
12471,GO:0015698,inorganic anion transport,4,0.0,1.0,1.0,16
12472,GO:0015700,arsenite transport,4,0.0,1.0,1.0,1
12473,GO:0015711,organic anion transport,4,0.0,1.0,1.0,40
12474,GO:0015748,organophosphate ester transport,4,0.0,1.0,1.0,15
12475,GO:0015849,organic acid transport,4,0.0,1.0,1.0,2
12476,GO:0015930,glutamate synthase activity,4,0.0,1.0,1.0,3
12477,GO:0015934,large ribosomal subunit,4,0.0,1.0,1.0,2
12478,GO:0015935,small ribosomal subunit,4,0.0,1.0,1.0,2
12479,GO:0015975,energy derivation by oxidation of reduced inorganic compounds,4,0.0,1.0,1.0,10
12480,GO:0015980,energy derivation by oxidation of organic compounds,4,0.0,1.0,1.0,3
12481,GO:0016002,sulfite reductase activity,4,0.0,1.0,1.0,1
12482,GO:0016048,detection of temperature stimulus,4,0.0,1.0,1.0,1
12483,GO:0016057,regulation of membrane potential in photoreceptor cell,4,0.0,1.0,1.0,1
12484,GO:0016168,chlorophyll binding,4,0.0,1.0,1.0,1
12485,GO:0016192,vesicle-mediated transport,4,0.0,1.0,1.0,19
12486,GO:0016198,axon choice point recognition,4,0.0,1.0,1.0,1
12487,GO:0016222,procollagen-proline 4-dioxygenase complex,4,0.0,1.0,1.0,3
12488,GO:0016248,channel inhibitor activity,4,0.0,1.0,1.0,1
12489,GO:0016301,kinase activity,4,0.0,1.0,1.0,117
12490,GO:0016405,CoA-ligase activity,4,0.0,1.0,1.0,31
12491,GO:0016421,CoA carboxylase activity,4,0.0,1.0,1.0,4
12492,GO:0016446,somatic hypermutation of immunoglobulin genes,4,0.0,1.0,1.0,1
12493,GO:0016465,chaperonin ATPase complex,4,0.0,1.0,1.0,1
12494,GO:0016502,nucleotide receptor activity,4,0.0,1.0,1.0,2
12495,GO:0016504,peptidase activator activity,4,0.0,1.0,1.0,3
12496,GO:0016610,nitrogenase complex,4,0.0,1.0,1.0,3
12497,GO:0016615,malate dehydrogenase activity,4,0.0,1.0,1.0,5
12498,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,293
12499,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,52
12500,GO:0016622,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, cytochrome as acceptor",4,0.0,1.0,1.0,3
12501,GO:0016623,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor",4,0.0,1.0,1.0,7
12502,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",4,0.0,1.0,1.0,4
12503,GO:0016625,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor",4,0.0,1.0,1.0,8
12504,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,92
12505,GO:0016632,"oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor",4,0.0,1.0,1.0,2
12506,GO:0016634,"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor",4,0.0,1.0,1.0,11
12507,GO:0016635,"oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor",4,0.0,1.0,1.0,4
12508,GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",4,0.0,1.0,1.0,8
12509,GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,16
12510,GO:0016640,"oxidoreductase activity, acting on the CH-NH2 group of donors, cytochrome as acceptor",4,0.0,1.0,1.0,1
12511,GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",4,0.0,1.0,1.0,5
12512,GO:0016642,"oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor",4,0.0,1.0,1.0,1
12513,GO:0016643,"oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor",4,0.0,1.0,1.0,1
12514,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,39
12515,GO:0016647,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor",4,0.0,1.0,1.0,12
12516,GO:0016648,"oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor",4,0.0,1.0,1.0,1
12517,GO:0016649,"oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor",4,0.0,1.0,1.0,2
12518,GO:0016652,"oxidoreductase activity, acting on NAD(P)H as acceptor",4,0.0,1.0,1.0,1
12519,GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",4,0.0,1.0,1.0,4
12520,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",4,0.0,1.0,1.0,8
12521,GO:0016662,"oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor",4,0.0,1.0,1.0,6
12522,GO:0016663,"oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor",4,0.0,1.0,1.0,5
12523,GO:0016664,"oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor",4,0.0,1.0,1.0,2
12524,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",4,0.0,1.0,1.0,14
12525,GO:0016669,"oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor",4,0.0,1.0,1.0,3
12526,GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor",4,0.0,1.0,1.0,7
12527,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",4,0.0,1.0,1.0,14
12528,GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor",4,0.0,1.0,1.0,4
12529,GO:0016673,"oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor",4,0.0,1.0,1.0,2
12530,GO:0016677,"oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor",4,0.0,1.0,1.0,1
12531,GO:0016680,"oxidoreductase activity, acting on diphenols and related substances as donors, NAD or NADP as acceptor",4,0.0,1.0,1.0,1
12532,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",4,0.0,1.0,1.0,8
12533,GO:0016696,"oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor",4,0.0,1.0,1.0,3
